uniqueID,drugName,condition,review,rating,date,usefulCount
136867,Isotretinoin,Acne,"""My face was horrendous before I used (ro)Accutane, to the point I couldn&#039;t see out of my left eye due to the level of spots/boils I had swelling up and becoming one. I noticed a difference on Accutane after a month or so, but the real improvements start after approximately 2 months depending on how bad you have it (mine was really bad and aggressive). I would definitely recommend reading the book of side effects you are given, I am &quot;lucky&quot; as I only really suffered with depression, which as most of us know you do so if you have acne anyway. One recommendation is not going in direct sun light until a month or so after finishing the treatment, and finding a very good face and lip moisturiser and these 2 parts will become very very dry!""",9,10-Apr-17,9
137129,Isotretinoin,Acne,"""I used Accutane when I was 12. It worked perfectly. It worth every penny even considering the price is kind of high. I&#039;m now 30 and I have to do it again.... yeah, acne can be a real pain in the butt but in a couple of months, it will be over.""",7,31-Jul-15,9
137256,Isotretinoin,Acne,"""It has significantly approved my acne that I have been dealing with for over 10 years. I&#039;m 25 years old. I have only been on it 3 months.""",9,19-Sep-13,10
136816,Isotretinoin,Acne,"""I read all the negative reviews out there before taking this medicine. Of course I was scared out my mind after reading some of the stories but I can tell you, you&#039;ll be fine. I&#039;ve had dry lips and skin but besides that, just a clear face so far. (3 months in)""",9,25-Sep-17,1
137362,Isotretinoin,Acne,"""I&#039;ve heard so many bad, scary things about Accutane. Eventually, I came to a point where I was questioning all this bad press. What&#039;s the worst that could happen?

I am glad that I looked past the negativity and gave Accutane a try. I have never felt so &quot;normal&quot; in my life. The acne on my back is finally clearing up. I don&#039;t have to spend an hour in the bathroom each day messing with lotions, cleansers, creams, gels, whatever. I&#039;m only a couple weeks into it, but I&#039;m not even getting chapped lips or dryness. Just clear skin. Thank you, Roche!""",10,16-Apr-13,26
137057,Isotretinoin,Acne,"""I was skeptical at first reading quite a few bad reviews about depression and suicidal thoughts but I had no choice, I couldn&#039;t take it anymore. The first few months on the small dose had little effect and little side effect so they increased my dosage and my acne, day by day, disappeared. Spot by spot. I used it for 6 months and I was done, it&#039;s been a year and I&#039;ve not had one spot since. I got very bad dry skin and a little bit of depression whilst on the drug, that&#039;s now gone as well.

If you are thinking about this drug but are hesitating like I did, I say you go for it. It changed my life, without sounding clich""",10,27-Nov-15,1
137340,Isotretinoin,Acne,"""I was suffering from acne from class 10th to 3rd year of my bachelors degree. I am from India. Actually I had no hope of living full fledged life without acne.
I am so thankful to Accutane and people who worked on it to bring it into the market. I know you might be wondering about the negative effects. Trust me I was in such a situation that I didnt care if there were any negative effects or not for a medicine which could cure my acne. Such was my condition and this was my last resort. And believe me there were no side effects except dry lips which was manageable. People who are reading this, I am telling you that there is light at the end of the tunnel and this can be the best medicine. """,10,11-Sep-11,16
137398,Isotretinoin,Acne,"""While I was on it:
I was on it for one year. My skin was beautiful, it was dry but I just used cetaphil cream to help that, chapstick for the dry lips. I did feel a little down (in mood) sometimes but it was not very bad and I would get over it in about 5 days.

After I was off it:
The first month was okay a pimple here or there. The second month was a little worse maybe 3 or four every week. and then it was more to about 8 per week and now it is back to about 10 to 15 pimples per week. I know it works different on different people for example my brother was on it when he was a teen and his acne was worse than mine before he was on it and now he has only had about 5 pimples total since he has been off (it has been 20 years since he has been""",4,7-Mar-11,2
137056,Isotretinoin,Acne,"""I have been a sufferer of cystic acne for years. I&#039;m now on the last 2 days of my 6 month treatment course (80mg/day). My skin is perfectly clear. The only side effects I really had were dry lips and some slight fatigue. Do NOT pick at your skin on this medication, as it is thin and sensitive! Other than that, I would recommend this to ANYONE!""",10,1-Dec-15,3
136819,Isotretinoin,Acne,"""The drug is no doubt very effective in clearing acne . But you cannot avoid the 2nd time break outs which may come after 2-3 years and that will be the worst break out because accutane lowers your immunity and it cannot fight against the breakouts next time. Also accutane has got lots of side effects and it risks your life to lots of health issues and it can destroy your life forever. It is the worst drug ever to have. I urge to people who are reading this review to please not to consume this drug and please warn your friends, relatives, near and dear ones not to consume this drug. Your life is more important than anything else. If you want to survive and have a healthy life . """,1,11-Sep-17,3
137180,Isotretinoin,Acne,"""When I started accutane 5 months ago, I knew everything about it from blogs, reviews, forums, etc. However, nothing prepared me for my initial breakout. It was wretched and I basically looked like complete rubbish for 2 months. Despite this, I knew the effectiveness of accutane and was willing to take the bad breakout, drying skin and everything else that came with it. During accutane, my skin had ups and downs but now, by the fifth month, I have NO active acne. There is some discoloration from my initial breakout and that will probably take months to go away but I seriously cannot complain. If any of you are struggling with a severe initial breakout on accutane. STICK WITH IT and HANG IN THERE. It&#039;ll get better if you let it.""",9,7-Apr-15,6
137454,Isotretinoin,Acne,"""I&#039;m 20 years old and am on my third month of Claravis. Since being on the medicine my face is worse than it&#039;s ever been before. My acne wasn&#039;t severe to begin with, although it was scarring in certain areas. I keep hoping it will get better, but it hasn&#039;t yet. I&#039;ve tried everything else there is to take so I feel like this is my only option.""",5,4-Aug-10,5
137467,Isotretinoin,Acne,"""I am in the third month of my treatment.  It has helped with the oiliness of my skin, but I still have cysts that are being very stubborn.  """,5,2-Apr-10,7
137243,Isotretinoin,Acne,"""Before starting Accutane, I read through reviews online and I got to say... most of them scared the poo out of me. Intense side effects &amp; bad reviews. But let me tell you, I have been on 40mg for 2 months once a day, then 40mg twice a day for another 2 months &amp; it is a miracle. My face has cleared up so much; I am so grateful for this medicine. Yes, there are side effect my lips have never been this chapped in my life, my skin is very dry and I&#039;ve had minimum 12 nose bleeds (pre Accutane - never had one before in my life). I do have a month or maybe two-three left on it my nurse said, but I believe it is all worth it. I have never experienced any horrible body aches or any of the other horror stories. Stick with it till the end!!""",10,20-Nov-13,24
136814,Isotretinoin,Acne,"""I am a 21 year old female and cannot express how happy I am to have used Accutane! I have recommended it to so many people and would say it is totally worth it. I was on it for 7 months with monthly visits to the doctor for blood work and labs and follow ups that are required but every monthly visit was totally worth it, I have clear skin and it even shrunk my pores and I don&#039;t have oily skin anymore. This has given me so much confidence. The side effects sound scary but I only noticed dry lips from the decrease in oil production and dry scalp for the first couple days. Your body adjusts. If you are thinking about this, do it. You won&#039;t regret it.""",8,5-Oct-17,3
137388,Isotretinoin,Acne,"""I&#039;ve been on Claravis for one month. I noticed a smoother complexion within a few days! I had moderate acne starting around 13 years old, I&#039;m 25 now. I consider myself an attractive girl but not without make up. This is the first time in 12 years I have looked in the mirror and thought I looked pretty without make up. It&#039;s a great feeling! I can see my pores getting smaller and my blackhead disappearing more and more everyday. I&#039;m only experiencing 2 side effects, dry lips and a little nauseous anxiety. I have a doctors appointment today to discuss my side effects. I hope they are normal and don&#039;t get worse. I love Claravis.""",8,24-May-11,27
137105,Isotretinoin,Acne,"""I&#039;m going into my 5th month on accutane at 60mg. The first 4 months yielded minimal if any results and I got the biggest cystic lesion in my history of acne in the 3rd month. Now, my skin is cleared of acne lesions and congestion. My skin is red, sensitive, and scarred and hyper pigmented. My eyes are dry and my lips require Aquaphor frequently. Overall, this medication has brought me confidence that I forgot I had. My derm said &quot;wow look at your skin it looks wonderful.&quot; It made me emotional to hear. If you are considering this drug for persistent acne then my recommendation is to make this decision with your doctor. You will not be disappointed. Nothing else worked for me and I tried every med out there topically and orally, hormonally.""",9,4-Oct-15,15
137335,Isotretinoin,Acne,"""Amazing! Accutane was the only thing that worked after 13 long years of acne and trying every product and diet available. I&#039;m so grateful for this medication!""",10,23-Oct-11,4
137351,Isotretinoin,Acne,"""I am finishing up my final month on Claravis, the first two months I have to say were the worst. I broke out so bad that every time I smiled I felt nothing but throbbing pain all over my face. Now my face has started to clear but slowly. I have dark spots, and redness all over my face plus some blackheads to go along with it. I don&#039;t breakout as bad as I did back in month 2. Hopefully I will be able to see a clear future. """,7,3-Jul-11,7
137550,Isotretinoin,Acne,"""I agree this drug works very well BUT make sure you continue to read the possible side effects every so often so you can continually monitor yourself for them, EVEN the rare but documented ones.  My 16 year old daugther developed pseudotumor cerebri from taking minocycline for acne which disappeared after stopping the medication and then she started accutane - 5 months now. An eye exam today showed the same thing is happening.  Swelling of the brain that mimics a brain tumor.  HAVE YOUR EYE EXAMS WHILE ON THIS MEDICINE - PAY ATTENTION TO HEADACHES. It is a rare but documented side affect of both medications.  Will show up in an eye exam but diagnosis takes other tests including MRI and lumbar puncture to measure the spinal fluid pressure.""",7,30-Dec-08,105
136964,Isotretinoin,Acne,"""Accutane saved my life. I struggled with acne since I was in grade 6. I was so hesitant for taking this drug for many years, always scared because I struggle with bad depression. I took 20mg (5&#039;2/f/118 lbs) and that was good enough. It didnt affect my depression whatsoever. I also struggled with eating disorders so was paranoid of gaining weight. I lost weight and ran a half marathon on this drug. Don&#039;t let the forums trick you, although everyone is different. When I came off the accutane my skin broke out in AWFUL oil. It went away after a month. Other than that my skin is now pretty perfect, I miss being on it everyday to be honest. It makes your skin flawless.""",10,24-Nov-16,11
137087,Isotretinoin,Acne,"""I been on accutane a few weeks , I am seeing results! !! Although my Lips are so dry it hurts the dryness is the worse !!vasaline saved my life!!!!!!! I did get rashes on my hands and arms and itching on my legs! But hey my face looks better at the end a few months of suffering is totally worth it!!""",10,9-Mar-16,13
137001,Isotretinoin,Acne,"""This medication has given me a love hate for it, I had horrible cystic acne all over my face neck shoulders chest and back! I have been on the medication 3 weeks now and have seen a drastic improvement! I have tried other medications that yielded no results at all. If you want to start taking this medication for your acne I recommend it but be warned the side effects are nasty! I have the worst joint pain in my feet and ankles every morning and it last for a few hours also my lips have been very dry and I have been applying way too much carmax.  my face has dry spot from where the acne is clearing up and that doesn&#039;t look too attractive either. All in all this medication works and you will love the results but the side effects suck""",8,7-Aug-16,28
136935,Isotretinoin,Acne,"""I wanna start by saying I have battled w acne for years &amp; tried basically everything money could buy - pills to creams, going to specialists doctors, derms, beauty bars, etc. I went off the pill at 27 &amp; thought my acne was done but had the worst flare up ever. Tried spironolactone which helped a tiny bit w oil but it was still so bad. Cysts under the skin, blackheads, acne on my back or chest, it was so embarrassing. 

 I am going on my third month of accutane &amp; it&#039;s been a miracle I feel like I could cry. My skin clear/smooth &amp; people tell me I&#039;m glowing. I still have scars all over that will need to heal &amp; my skin can get hella dry--well everything gets dry bc you are super dehydrated but it is DEF WORTH IT.""",9,21-Jul-16,20
137021,Isotretinoin,Acne,"""I read the Accutane horror stories, so I turned down my dermatologists suggestion of it. After 4 more years (25 now), the cystic acne has just been getting worse and worse. It was seriously impacting my life. I just finished a month ago doing a 5 month 60mg/day treatment and my skin is flawless. I cannot believe it. I actually have better skin than people who I once thought had beautiful perfect skin. I experienced some joint pain the first month and dry lips the entire time, but I started seeing reductions in acne by month 2 and had no new cysts by month 4. There are still a few that are healing (yes, I would get some cysts that take 6-8 months to heal). I would highly recommend this. I have so much of my life back not worrying about skin.""",10,11-Apr-16,39
137391,Isotretinoin,Rosacea,"""I waited years to take this until I found a doctor who used it for Rosacea.  I think I was on it for less than 3 months and it totally changed my skin for the better. Accutane was a miracle cure for me.  I took it about 25 years ago and have rarely had to deal with Rosacea since.  When it does flare up I can handle it with tiny amounts of topical medication.  But follow the rules and don&#039;t become pregnant.  This is serious medicine.""",10,18-Apr-11,37
137111,Isotretinoin,Acne,"""I highly encourage anyone struggling with acne to ask their dermatologist about accutane. I&#039;ve struggled with mild but persistent acne for years. I was placed on an antibiotic for almost two years after trying topical treatments. This antibiotic worked for me for a few months but I still had breakouts. I have just finished my 6 month round of accutane. I am honestly in love with this drug. My skin is flawless and I am happier with it then I have ever been. The only side effect I had to deal with was dry lips which wasn&#039;t bad. My skin never felt dry, it actually feels softer.""",10,24-Sep-15,8
137025,Isotretinoin,Acne,"""When I was 13 years old, I started to develop severe acne. From 13 to 15 I tried many medications over and under the counter, but nothing seemed to have much effect if any at all. Finally, I was referred to a dermatologist who prescribed me Accutane for 3 months. My brother (a year older than me) was going through the same thing &amp; was also prescribed Accutane, but for 5 months. We both experienced ineffably dry lips (like a desert) and our skin improved immensely. By month 2, I had very good results and only dry lips as a side effect. I&#039;m now 24 &amp; today I have about 5% of what I used to have, but I&#039;m getting on Accutane again to get rid of it once &amp; for all. Overall, Accutane was great for me &amp; my brother &amp; I&#039;m very happy with the results.""",10,5-Apr-16,0
137372,Isotretinoin,Acne,"""Perfect for severe acne.... no doubt!""",10,1-Feb-13,0
136990,Isotretinoin,Acne,"""It took me 15 years of horrible struggles with all types of acne. Cysts, whiteheads, blackheads - everything. My dermatologist had put me on antibiotics which never worked. I got depressed and didn&#039;t even want anyone to see my face and lost a lot of confidence. Acutane has been the only thing that clears my skin and even made me feel younger.""",10,5-Sep-16,25
136916,Isotretinoin,Acne,"""When I was 22 I started experiencing extremely bad acne. It really affected my self-esteem and confidence and I would wear layers of foundation even just to pop to the shop. After 2 years I was recommended isotretinoin.. And I am so glad I was, I only wish I had tried it sooner. I am currently 3 months into a 6 month treatment course. Initially I started on 20mg and am now on 30mg a day. My skin went completely clear within the first month, and my scarring is definitely improving too. I feel so much happier and more confident. In terms of side effects, I consistently have dry lips, although nothing unmanageable, and my back and neck tend to ache. Regardless, I have no regrets at all about taking this medication!""",10,19-Jan-17,9
137139,Isotretinoin,Acne,"""I was on a 16 week course with 30mg/day the first month &amp; then 50mg/day the remainder of the time. At first it got a lot better, then it got a lot worse - which is to be expected. It took so long as to the 14th week to really see a big change and now I&#039;ve just finished the full 16 weeks and my skin is better than ever. There are still some spots that need to be healed but other than that I&#039;m amazed. 
My doctor explained to me that the medication keeps working in your body for 8 weeks after you&#039;ve stopped taking the pills &amp; when you&#039;re on them some people&#039;s skin is so sensitive it&#039;s like glass &amp; therefore for some people the pills really work its wonders after you&#039;ve stopped them. So DON&#039;T give up. Also, Aquaphor is lifesaver for dry lips.""",9,25-Jun-15,4
136910,Isotretinoin,Acne,"""Please read! There are so many scary and terrible reviews on this drug. Before going on this drug, I read reviews and became stiff with anxiety. I actually took a brand names Zenatane, which is the same thing just a little cheaper. LIFE SAVER. I had to come on here and write a glowing review for everyone who was in the position I was before starting. My flare up began the summer of my senior year of high school and got so terrible when I moved away for college. It was so bad and I was so embarrassed that I moved back home. Huge hard cyst type zits all over my face with redness. No amount of makeup could hide it. I finally made the choice to just do this treatment. It&#039;s the best choice I have ever made. I have actually been off of it for almost two years now and still don&#039;t get much... a few every now and then but small and hardly ever. The side effects- NOT THAT BAD. Yes I had very dry eyes... but nothing some good drops couldn&#039;t fix. I also had a dry nose but nothing some good spray couldn&#039;t fix. Towards the end of my treatment I even started my outdoor college soccer practices. I was in the sun, I was running and out of breath, but everything was just fine! The worst part about this drug for me was taking the pills. I have a fear of swallowing pills but I did it with some yogurt and it&#039;s no big deal. Here&#039;s the thing... FOLLOW THE RULES. My sister took this before me. She ruined it for herself. She decided smoking while taking it is no big deal... wrong. It ruined her breathing to a point where she had to stop the drug... and her skin was much worse than mine. 5 years later she is on it again and doing great. So don&#039;t listen to all the scary reviews. You will be fine! You can manage the side effects. You can get more help from your Derm. YOU GOT THIS.""",10,9-Feb-17,19
137076,Isotretinoin,Acne,"""Well, I never thought I&#039;d ever share it, but yeah.

Accutane destroyed my sex drive.
It&#039;s not that I can&#039;t get an erection or anything, it&#039;s just that. When I start having a sexual intercourse withmy girlfriend, I don&#039;t last long at all. I can barely ever get her to come and it&#039;s pretty hard on my self esteem. You may say - &#039;Why don&#039;t you foreplay more?&#039; There&#039;s a limit to foreplay, get real.

Regardless, I&#039;m not going to die from this, I&#039;ve been through worse.
However, I completely recommend AVOIDING ACCUTANE AT ALL COST.

You&#039;d rather have problems with sex than having acne? 
That&#039;s the worse mistake you can ever make.
That&#039;s.. The worse mistake I ever made.

My acne did go away - not completely, but it did prove to be very efficient on the acne""",1,11-Oct-15,9
137280,Isotretinoin,Acne,"""I had severe body acne from the time I was 12 to now (15). Nothing would get rid of it. I&#039;ve tried everything from Proactive to pills. My doctor put me on Accutane. After about 4 weeks, I can say that my face looks more like skin and not a pizza, and my back is smooth. I&#039;m not embarrassed to wear tank tops anymore! If you can, I would say on the pills. They will really change your life. But keep in mind it will get worse before it gets any better.""",10,27-Mar-12,6
137510,Isotretinoin,Acne,"""I&#039;m currently on Atretin, which is the same thing as Accutane. The only side effect I&#039;ve had is the chapped lips but I also stay out of the sun a lot because you can REALLY get BAD SUNBUR. I&#039;m only really 2 months in so I still get a few breakouts but they go away very quickly. My skin is looking so much better. I looked like corn on the cob before the treatment but now I look so much clearer. I don&#039;t regret taking this medication at all. I recommend it for anyone with acne troubles.""",10,24-Aug-09,0
137371,Isotretinoin,Acne,"""I started Accutane when I was 14. My skin looked  really bad. I had pimples on my face approaching the size of dimes. The acne went over my shoulders, down the front of my chest and down to the bottom of my back. 

I tried all the creams and fancy products and nothing worked. My doctor finally put me on a round of Accutane. The first dose I was on for a couple of months didn&#039;t do much, so the doctor doubled it. Within six months, my acne was almost all gone and I stopped treatment. Within 18 months I had zero acne and zero scarring - my skin was utterly flawless and still is. I am now basically cured of acne - less than half a dozen pimples in ten years. Miracle.""",10,4-Feb-13,47
137034,Isotretinoin,Acne,"""I have been taking this medicine for one n half months. I have seen a lot of side effects as others do like short temper, extremely dry lips chest pain, joint pain n irregular sleep, apart from that it does work on acne. When I started taking this drug my skin was bumped with pimples n blackheads all over my face. Till now most of them are gone but they left deep scars n redness on my cheeks .""",7,23-Jan-16,1
137526,Isotretinoin,Acne,"""I took Accutane 10 years ago while I was in high school. It&#039;s amazing what it did for my skin. The only side effect I had while taking it was a lot of really bad nightmares. After ten years my skin is still clear. I think I had my first pimple 6 or 7 years after taking it and only 1 more since then. I was on the lowest dose for 9 months. I was diagnosed with irritable bowel syndrome a few years after taking Accutane though, which can be a side effect. It worked wonders for my skin so if your acne is severe and you&#039;ve tried numerous other products that don&#039;t work I would recommend taking Accutane.""",9,15-Jun-09,12
137349,Isotretinoin,Acne,"""I took Accutane back in 2002, at that time I had been struggling with juvenile acne to severe cystic acne for a long time (11 years old). I was 28 when I started taking this. It changed my life, no more heavy makeup, no more hiding my face, no more painful breakouts.
I had no side effects, nor do I have any side effects now. My acne never came back 9 years later. Some people do not have side effects to this medication and if monitored correctly it is safe and it can change your life. """,10,10-Jul-11,11
137539,Isotretinoin,Acne,"""I do believe, as all of you have stated, that Accutane is by far, the best form of treatment for cystic acne. I am 43 years old. I didn&#039;t have acne as a teenager, but ended up getting it in my early thirties. I have been on and off Accutane for the past 13 years. It does work, however, in my unfortunate circumstance, it always comes back. My doctor tells me that there are a select group of women who don&#039;t get acne until they are in their thirties and forties. For many of the adults, 1,2,3, or even 4 courses of Accutane don&#039;t work without the acne coming back at some point. For me, I have to take a consistent low dose to keep the acne at bay.""",9,27-Mar-09,24
137426,Isotretinoin,Acne,"""It worked for me in just 1 month, and I had no bad side effects besides dry lips and red eyes. You just take a pill for a few months and your acne melts away. Please do this if your acne is bothering you. Its so depressing to have acne, and Accutane can change your life around. Talk to your doctor today! """,10,26-Aug-10,14
137308,Isotretinoin,Acne,"""Accutane gave me completely clear skin after 7 months of using it and 4 years of severe acne. Even though people say they got horrible scars from the zits they had during their treatment, I have very few and they&#039;re small enough that you can&#039;t see them unless your face is right next to mine. I got a dry scalp, lips, and skin, but it was never enough to prevent me from wearing contacts like some people warn. To help with dry lips, get Dr. Dan&#039;s Cortibalm. It&#039;s the best chapstick out there. I got minor to moderate pain in my knees too, but it wasn&#039;t anything I couldn&#039;t put up with. And that horrible breakout that they tell you you&#039;re going to have when you first start? Mine was barely noticeable.""",10,19-Oct-12,18
137214,Isotretinoin,Acne,"""I&#039;ll admit, at first I was extremely skeptical. I had heard about all of the nasty side effects that occur with this medicine. 5 months ago, I had cystic acne SO bad that each side of my face on my cheeks looked like I had a big, inflamed, rash on them. I was embarrassed to leave the house and I had to cake on the makeup, and even then you could tell I had a big problem. Within the first three months or so, I had been on it and while it got better, I was sure it would never get really better because I kept breaking out. Well, I am officially on my 5th and last month and I haven&#039;t had a new pimple in over a week, I am 100% clear. This stuff WORKS. Don&#039;t let people scare you, the side effects are really not that bad. Life changing stuff.""",10,13-May-14,38
137401,Isotretinoin,Acne,"""Claravis cured my severe acne by 98% within 6 months of use. I had bad red swollen and under the skin pimples, as well as blackheads, whiteheads, and little pimples all over for 4 years through middle school and some of high school. The only reason I didn&#039;t rate this a 10 is because of the side effects. To me, it was well worth it. I had SEVERE dry skin on my face, and burned easily in the sun. The worst side effect by far was dry lips and nose. My lips were constantly dry and cracking to the point of bleeding, I had to use vitamin E oil and finally found that Aquaphor worked well for lips and nose. Nostrils were dry, burning but only rarely cracked and bled. That was 6 years ago. I&#039;m 21 now and my acne never came back.""",9,28-Feb-11,22
136994,Isotretinoin,Acne,"""Ive been taking Epuris (common canadian brand of isotretinoin) for almost 4 weeks so not that long on 40mg (highest dose). I had bad pimples that were sore and inflammed scince i was about 13. throughout my 11th year of school i started to develop cystic acne that spread across my cheeks and jawline that grew to the size of a toonie. Scince starting Epuris my lips and face have been extremely dry. I have joked about getting a free bowl of corn flakes every morning (sorry for the imagery) because skin would flake and peel off in big patches. My cysts got way worse when i started and im yet to see progress. Really hope this medication picks up because school starts in under 2 weeks and i hate the way i look and hate being seen. ;) *help*""",7,27-Aug-16,3
137235,Isotretinoin,Acne,"""At the age of 30, I still dealt with breakouts. After trying all sorts of over the counter products that just hurt me I went to the doctor. We took the steps of prescription washes and antibiotics. Still had breakouts. So decided to try Accutane. I&#039;m currently starting my 5th month, and I haven&#039;t had a breakout or a single pimple in over 3 months. My side effects were dry peeling lips ( nothing Carmex can&#039;t fix), dry eyes, very sensitive skin (though working in a hospital doesn&#039;t help) so far I am so satisfied with this medicine. Yes, it is a hassle to get but worth it.""",10,21-Dec-13,26
137444,Isotretinoin,Acne,"""This medicine has a lot of pros and cons. The pro is that your skin will clear almost completely and the con is that you will have dry lips and palms and joint pain. But I think it&#039;s a fair trade.""",8,22-Nov-09,12
137288,Isotretinoin,Acne,"""I started taking Accutane about 1 month ago and my big stick out zits have gone flat. Although I still have a lot of red spots my face it is for the most part completely smooth. I would recommend this product to anyone who&#039;s tried everything and hasn&#039;t gotten an effective treatment. I&#039;m a 14 year old boy and I&#039;ve been dealing with acne for 5 years. Nothing helped. I tried so many different topical, oral and store bought products its crazy! I know how depressing it is to have acne in middle school and I&#039;m so thankful I found this before high school. But even with a great product comes a down side, such as chapped lips, dry eyes, dry skin, irritability, and depression. Other than that I&#039;m in love with Accutane!""",9,18-Jan-12,11
137200,Isotretinoin,Acne,"""Unreal difference.  My side effects are minimum and I&#039;m on 60 mg a day.  This is one stop shopping.  I had terrible acne--cysts everywhere.  I&#039;m 3 months in and it&#039;s almost completely gone.""",10,24-Dec-14,78
137549,Isotretinoin,Acne,"""I was presrcibed Accutane by my dermatologist. My skin cleared up after a month of taking the medication. It worked wonders. but then my acne started to come back a few months later. I was put back on it and just finished my second round. My skin is clear and healthy. Works wonders. Highly Recommended.""",9,20-Jan-09,14
137198,Isotretinoin,Acne,"""I am a nineteen year old female who has suffered with mild acne since I was about 10. I tried every cream, pill, and face wash you can imagine throughout the years and nothing completely got rid of my acne. When I was 18 my doctor recommended I try Accutane. I did a 6 month course of 10 mg a day and I can honestly say it changed my life. I would recommend to anyone who struggles with persistent acne. Before taking Accutane acne controlled my life. I would stay home just because of bad breakouts. Now my skin is flawless and I only get the occasional pimple which I can now deal with. Yes, I was dry when I was on Accutane but the end result is SO worth the 6 months of mild dryness!""",10,3-Jan-15,49
137430,Isotretinoin,Acne,"""I should be on 93 mg but she started me on 40 mg to see how I react.  She told me it worked from the inside out and that any acne that was on its way would still come but at some point it would get better.  I waited for whatever was already coming and I had basically nothing appear.  I hate using lotion but have been using cetaphil lotion in fear of what may happen if I don&#039;t.  I have noticed a little drying on my chin but have been able to contain it using the lotion.  My lips have been the only real side effect.  After 14 days I have noticed a change to the amount of blackheads.  By 11 PM each day I have very few which is amazing.  I still have a long way to go.""",10,28-Jan-10,21
137116,Isotretinoin,Acne,"""I had mild to server acne at different times throughout years but then I finally decided to try Accutane. Initially, I did have an initial breakout which worsened the skin condition (more acne), which lasted for approximately 1.5months. But once the skin started getting better, everything started disappearing slowly and now I&#039;m 4.5 months in and only have the red/brown marks left but all my acne is gone! The first few months will be harsh, and your self-esteem will probably get hit. But just go through the whole cycle - you won&#039;t regret it in the end.""",10,13-Sep-15,16
137328,Isotretinoin,Acne,"""You will read all the bad things about Accutane, but the bottom line is IT WORKS! I had horrible painful acne in my early 20&#039;s, that lasted through my 30&#039;s. It was depressing, I avoided picture taking all together. Yes the side effects can be bothersome, but it is temporary and if you plan ahead and purchase a tub of Aquaphor you can deal with it. """,10,11-Apr-12,5
137301,Isotretinoin,Acne,"""I&#039;m 15, and four weeks into Accutane treatment. My initial breakout is just now dying down, and for a while I was seriously concerned. My acne for the past 4 years has been pretty horrible to deal with, but during these last few weeks is the worst it&#039;s ever been. I was also breaking out on my chest (which had never been a problem before.) I know things are getting better though, my skin looks and feels better where I&#039;m not breaking out and my scars are fading. Despite the extreme dry skin and lips, I feel that Accutane will improve my acne significantly, and I am desperately hoping that it won&#039;t return once I get off the medicines.""",9,26-Nov-11,3
137094,Isotretinoin,Acne,"""Bad mood swings on accutane. We couldn&#039;t  control him and vision problems began once he was on the 2nd dose. Dermologist took him off now we are trying minocycline.""",3,29-Feb-16,1
137166,Isotretinoin,Acne,"""Hi everyone! This is my second month of taking Accutane. I am taking 40 mg doses a day, and by far I have noticed that along with my severe cystic acne, I used to have a lot of comedones (small white hard substance which if pinched comes out like a hard thread like thing) around my chin and nose area. It used to look disgusting as it gave a grainy and cactus like appearance, but thanks to isotretinoin, I am completely rid of comedones. But I still have occasional breakout and have about 8 big cysts on my face which still need to dry up. I am a big time squeezer and don&#039;t know how to stop myself from doing that. Will update after two more months. 
I give an 8/10 as of now.
-22 yo female, India.""",8,16-Oct-14,16
137135,Isotretinoin,Acne,"""This drug is magical - a cure all! I&#039;m 25 and have dealt with acne of varying degrees since I was 11 (trying pretty much every medication/scrub/wash/cream/etc out there) and for the first time in my life after 7 months of treatment I no longer experience breakouts and can genuinely feel good about myself without wearing makeup in public. I experienced zero negative side-effects and strongly recommend!""",10,13-Jul-15,22
137320,Isotretinoin,Acne,"""I have been on this for 3 months now and have noticed a massive improvement of my acne. The acne on my back is practically non existent and the amount on my face has dramatically improved. I got lots of comments today saying how face has cleared up since I last saw these people 2 weeks ago. I now have much less acne on my face and it expected to all be gone in 3 more months forever. I am currently on 60mg a day one at morning and 2 at night and I am a 15 year old female. I have had some back pain when I play my weekly sport and dry lips but that is all the side effects I have had.""",10,16-Jul-12,9
136917,Isotretinoin,Acne,"""​Hello everyone,

I&#039;m your typical 18 year old lad and have never written on a forum before but I want to write something for the people that are worried about taking this (in my opinion) miracle drug. I am coming to the end of my 6 month course and I can honestly say it&#039;s been life changing. 

Before I started Roaccutane, I was fairly depressed and seriously lacking confidence due to my appearance. But after months of failed treatments on various antibiotics, I was referred to a dermatologist who instantly said there&#039;s only one way to fix my acne problem, Roaccutane. At first I thought this is the worst case scenario and I&#039;m going to be even more depressed as a result of the possible mental health side affects. Depression has run in my family so I was very worried. However, living like with acne wasn&#039;t something I was prepared to do, so I started the course on 40mg a day.

The first week I had a headache daily, but thankfully these die off after a week and paracetamol and ibuprofen will take all the pain away. Almost immediately, my lips were cracking and from then on in, I never went anywhere without some Carmex lip balm in my pocket.

As the first 3 months went by, I was still breaking out and was starting to think it isn&#039;t going to work. However, I&#039;m so glad I stuck with it because now I haven&#039;t got a single spot of my face and the scars have faded to the point where you can barely see them! After the third month, my derm upped my dose and I started to take 60mg a day. 

Luckily for me I hadn&#039;t had any serious side affects. Just your occasional nose bleed and dry skin, and sometimes my eyes were a bit blurry but it&#039;s not much of an issue.

Anyway, I just want anyone reading this that is worried about starting this medication, that not everyone has a horror story about Roaccutane and I couldn&#039;t be happier at how it&#039;s made me feel!!

Don&#039;t let acne take over your life!:)""",10,17-Jan-17,34
